Plot,Species5,Species
82,Amoca,Amorpha canescens
82,Andge,Andropogon gerardi
82,Asctu,Asclepias tuberosa
82,Elyca,Elymus canadensis
82,Lesca,Lespedeza capitata
82,Liaas,Liatris aspera
82,Luppe,Lupinus perennis
82,Monfi,Monarda fistulosa
82,Panvi,Panicum virgatum
82,Petpu,Petalostemum purpureum
82,Poapr,Poa pratensis
82,Queel,Quercus ellipsoidalis
82,Quema,Quercus macrocarpa
82,Schsc,Schizachyrium scoparium
82,Solri,Solidago rigida
82,Sornu,Sorghastrum nutans
83,Luppe,Lupinus perennis
84,Agrsm,Agropyron smithii
84,Amoca,Amorpha canescens
84,Lesca,Lespedeza capitata
84,Luppe,Lupinus perennis
84,Petpu,Petalostemum purpureum
84,Queel,Quercus ellipsoidalis
84,Schsc,Schizachyrium scoparium
84,Sornu,Sorghastrum nutans
85,Amoca,Amorpha canescens
85,Lesca,Lespedeza capitata
85,Liaas,Liatris aspera
85,Monfi,Monarda fistulosa
86,Achmi,Achillea millefolium(lanulosa)
86,Agrsm,Agropyron smithii
86,Amoca,Amorpha canescens
86,Andge,Andropogon gerardi
86,Asctu,Asclepias tuberosa
86,Baple,Baptisia leucantha
86,Boucu,Bouteloua curtipendula
86,Bougr,Bouteloua gracilis
86,Bucda,Buchloe dactyloides
86,Calca,Calamagrostis canadensis
86,Corpa,Coreopsis palmata
86,Elyca,Elymus canadensis
86,Koecr,Koeleria cristata
86,Leeor,Leersia oryzoides
86,Lesca,Lespedeza capitata
86,Liaas,Liatris aspera
86,Luppe,Lupinus perennis
86,Monfi,Monarda fistulosa
86,Panvi,Panicum virgatum
86,Petca,Petalostemum candidum
86,Petpu,Petalostemum purpureum
86,Petvi,Petalostemum villosum
86,Poapr,Poa pratensis
86,Queel,Quercus ellipsoidalis
86,Quema,Quercus macrocarpa
86,Rudse,Rudbeckia serotina
86,Schsc,Schizachyrium scoparium
86,Solne,Solidago nemoralis
86,Solri,Solidago rigida
86,Sornu,Sorghastrum nutans
86,Spocr,Sporobolus cryptandrus
86,Stisp,Stipa spartea
86,Vicvi,Vicia villosa
86,Zizau,Zizia aurea
87,Sornu,Sorghastrum nutans
88,Agrsm,Agropyron smithii
88,Andge,Andropogon gerardi
88,Elyca,Elymus canadensis
88,Koecr,Koeleria cristata
88,Panvi,Panicum virgatum
88,Poapr,Poa pratensis
88,Schsc,Schizachyrium scoparium
88,Sornu,Sorghastrum nutans
89,Achmi,Achillea millefolium(lanulosa)
89,Agrsm,Agropyron smithii
89,Amoca,Amorpha canescens
89,Andge,Andropogon gerardi
89,Asctu,Asclepias tuberosa
89,Elyca,Elymus canadensis
89,Koecr,Koeleria cristata
89,Liaas,Liatris aspera
89,Luppe,Lupinus perennis
89,Panvi,Panicum virgatum
89,Petpu,Petalostemum purpureum
89,Poapr,Poa pratensis
89,Queel,Quercus ellipsoidalis
89,Quema,Quercus macrocarpa
89,Schsc,Schizachyrium scoparium
89,Sornu,Sorghastrum nutans
90,Amoca,Amorpha canescens
90,Astca,Astragalus canadensis
90,Baple,Baptisia leucantha
90,Lesca,Lespedeza capitata
90,Luppe,Lupinus perennis
90,Petca,Petalostemum candidum
90,Petpu,Petalostemum purpureum
90,Petvi,Petalostemum villosum
90,Vicvi,Vicia villosa
91,Achmi,Achillea millefolium(lanulosa)
91,Agrsm,Agropyron smithii
91,Amoca,Amorpha canescens
91,Andge,Andropogon gerardi
91,Asctu,Asclepias tuberosa
91,Baple,Baptisia leucantha
91,Boucu,Bouteloua curtipendula
91,Bougr,Bouteloua gracilis
91,Bucda,Buchloe dactyloides
91,Calca,Calamagrostis canadensis
91,Corpa,Coreopsis palmata
91,Elyca,Elymus canadensis
91,Koecr,Koeleria cristata
91,Leeor,Leersia oryzoides
91,Lesca,Lespedeza capitata
91,Liaas,Liatris aspera
91,Luppe,Lupinus perennis
91,Monfi,Monarda fistulosa
91,Panvi,Panicum virgatum
91,Petca,Petalostemum candidum
91,Petpu,Petalostemum purpureum
91,Petvi,Petalostemum villosum
91,Poapr,Poa pratensis
91,Queel,Quercus ellipsoidalis
91,Quema,Quercus macrocarpa
91,Rudse,Rudbeckia serotina
91,Schsc,Schizachyrium scoparium
91,Solne,Solidago nemoralis
91,Solri,Solidago rigida
91,Sornu,Sorghastrum nutans
91,Spocr,Sporobolus cryptandrus
91,Stisp,Stipa spartea
91,Vicvi,Vicia villosa
91,Zizau,Zizia aurea
92,Sornu,Sorghastrum nutans
93,Agrsm,Agropyron smithii
93,Koecr,Koeleria cristata
93,Luppe,Lupinus perennis
93,Petpu,Petalostemum purpureum
94,Lesca,Lespedeza capitata
95,Agrre,Agropyron repens
95,Agrsm,Agropyron smithii
95,Andge,Andropogon gerardi
95,Boucu,Bouteloua curtipendula
95,Bougr,Bouteloua gracilis
95,Bucda,Buchloe dactyloides
95,Calca,Calamagrostis canadensis
95,Elyca,Elymus canadensis
95,Koecr,Koeleria cristata
95,Leeor,Leersia oryzoides
95,Panvi,Panicum virgatum
95,Poapr,Poa pratensis
95,Schsc,Schizachyrium scoparium
95,Sornu,Sorghastrum nutans
95,Spocr,Sporobolus cryptandrus
96,Andge,Andropogon gerardi
96,Boucu,Bouteloua curtipendula
96,Bougr,Bouteloua gracilis
96,Bucda,Buchloe dactyloides
96,Panvi,Panicum virgatum
96,Schsc,Schizachyrium scoparium
96,Sornu,Sorghastrum nutans
96,Spocr,Sporobolus cryptandrus
97,Achmi,Achillea millefolium(lanulosa)
97,Amoca,Amorpha canescens
97,Asctu,Asclepias tuberosa
97,Astca,Astragalus canadensis
97,Baple,Baptisia leucantha
97,Corpa,Coreopsis palmata
97,Lesca,Lespedeza capitata
97,Liaas,Liatris aspera
97,Luppe,Lupinus perennis
97,Monfi,Monarda fistulosa
97,Petca,Petalostemum candidum
97,Petpu,Petalostemum purpureum
97,Rudse,Rudbeckia serotina
97,Solne,Solidago nemoralis
97,Vicvi,Vicia villosa
97,Zizau,Zizia aurea
98,Achmi,Achillea millefolium(lanulosa)
98,Agrsm,Agropyron smithii
98,Andge,Andropogon gerardi
98,Koecr,Koeleria cristata
98,Luppe,Lupinus perennis
98,Panvi,Panicum virgatum
98,Poapr,Poa pratensis
98,Queel,Quercus ellipsoidalis
99,Monfi,Monarda fistulosa
99,Petpu,Petalostemum purpureum
99,Poapr,Poa pratensis
99,Solri,Solidago rigida
99,Sornu,Sorghastrum nutans
100,Agrre,Agropyron repens
100,Agrsm,Agropyron smithii
100,Andge,Andropogon gerardi
100,Boucu,Bouteloua curtipendula
100,Bougr,Bouteloua gracilis
100,Bucda,Buchloe dactyloides
100,Calca,Calamagrostis canadensis
100,Elyca,Elymus canadensis
100,Koecr,Koeleria cristata
100,Leeor,Leersia oryzoides
100,Panvi,Panicum virgatum
100,Poapr,Poa pratensis
100,Schsc,Schizachyrium scoparium
100,Sornu,Sorghastrum nutans
100,Spocr,Sporobolus cryptandrus
101,Amoca,Amorpha canescens
101,Elyca,Elymus canadensis
101,Koecr,Koeleria cristata
101,Lesca,Lespedeza capitata
101,Panvi,Panicum virgatum
101,Petpu,Petalostemum purpureum
101,Queel,Quercus ellipsoidalis
101,Schsc,Schizachyrium scoparium
102,Andge,Andropogon gerardi
102,Schsc,Schizachyrium scoparium
103,Agrsm,Agropyron smithii
103,Andge,Andropogon gerardi
103,Koecr,Koeleria cristata
103,Panvi,Panicum virgatum
104,Achmi,Achillea millefolium(lanulosa)
104,Elyca,Elymus canadensis
104,Koecr,Koeleria cristata
104,Liaas,Liatris aspera
104,Luppe,Lupinus perennis
104,Petpu,Petalostemum purpureum
104,Queel,Quercus ellipsoidalis
104,Schsc,Schizachyrium scoparium
105,Achmi,Achillea millefolium(lanulosa)
105,Agrsm,Agropyron smithii
105,Amoca,Amorpha canescens
105,Andge,Andropogon gerardi
105,Asctu,Asclepias tuberosa
105,Baple,Baptisia leucantha
105,Boucu,Bouteloua curtipendula
105,Bougr,Bouteloua gracilis
105,Bucda,Buchloe dactyloides
105,Calca,Calamagrostis canadensis
105,Corpa,Coreopsis palmata
105,Elyca,Elymus canadensis
105,Koecr,Koeleria cristata
105,Leeor,Leersia oryzoides
105,Lesca,Lespedeza capitata
105,Liaas,Liatris aspera
105,Luppe,Lupinus perennis
105,Monfi,Monarda fistulosa
105,Panvi,Panicum virgatum
105,Petca,Petalostemum candidum
105,Petpu,Petalostemum purpureum
105,Petvi,Petalostemum villosum
105,Poapr,Poa pratensis
105,Queel,Quercus ellipsoidalis
105,Quema,Quercus macrocarpa
105,Rudse,Rudbeckia serotina
105,Schsc,Schizachyrium scoparium
105,Solne,Solidago nemoralis
105,Solri,Solidago rigida
105,Sornu,Sorghastrum nutans
105,Spocr,Sporobolus cryptandrus
105,Stisp,Stipa spartea
105,Vicvi,Vicia villosa
105,Zizau,Zizia aurea
106,Astaz,Aster azureus
106,Elyca,Elymus canadensis
106,Poapr,Poa pratensis
106,Solri,Solidago rigida
107,Agrsm,Agropyron smithii
107,Amoca,Amorpha canescens
107,Andge,Andropogon gerardi
107,Asctu,Asclepias tuberosa
107,Elyca,Elymus canadensis
107,Koecr,Koeleria cristata
107,Lesca,Lespedeza capitata
107,Liaas,Liatris aspera
107,Luppe,Lupinus perennis
107,Monfi,Monarda fistulosa
107,Panvi,Panicum virgatum
107,Petpu,Petalostemum purpureum
107,Poapr,Poa pratensis
107,Queel,Quercus ellipsoidalis
107,Quema,Quercus macrocarpa
107,Schsc,Schizachyrium scoparium
107,Solri,Solidago rigida
108,Achmi,Achillea millefolium(lanulosa)
108,Agrsm,Agropyron smithii
108,Amoca,Amorpha canescens
108,Andge,Andropogon gerardi
108,Elyca,Elymus canadensis
108,Koecr,Koeleria cristata
108,Liaas,Liatris aspera
108,Luppe,Lupinus perennis
108,Monfi,Monarda fistulosa
108,Panvi,Panicum virgatum
108,Petpu,Petalostemum purpureum
108,Poapr,Poa pratensis
108,Queel,Quercus ellipsoidalis
108,Quema,Quercus macrocarpa
108,Schsc,Schizachyrium scoparium
108,Solri,Solidago rigida
108,Sornu,Sorghastrum nutans
109,Andge,Andropogon gerardi
110,Elyca,Elymus canadensis
110,Lesca,Lespedeza capitata
110,Luppe,Lupinus perennis
110,Panvi,Panicum virgatum
111,Achmi,Achillea millefolium(lanulosa)
111,Agrsm,Agropyron smithii
111,Lesca,Lespedeza capitata
111,Monfi,Monarda fistulosa
111,Petca,Petalostemum candidum
111,Petvi,Petalostemum villosum
111,Poapr,Poa pratensis
111,Queel,Quercus ellipsoidalis
111,Quema,Quercus macrocarpa
111,Solri,Solidago rigida
112,Achmi,Achillea millefolium(lanulosa)
112,Agrsm,Agropyron smithii
112,Amoca,Amorpha canescens
112,Andge,Andropogon gerardi
112,Asctu,Asclepias tuberosa
112,Baple,Baptisia leucantha
112,Boucu,Bouteloua curtipendula
112,Bougr,Bouteloua gracilis
112,Bucda,Buchloe dactyloides
112,Calca,Calamagrostis canadensis
112,Corpa,Coreopsis palmata
112,Elyca,Elymus canadensis
112,Koecr,Koeleria cristata
112,Leeor,Leersia oryzoides
112,Lesca,Lespedeza capitata
112,Liaas,Liatris aspera
112,Luppe,Lupinus perennis
112,Monfi,Monarda fistulosa
112,Panvi,Panicum virgatum
112,Petca,Petalostemum candidum
112,Petpu,Petalostemum purpureum
112,Petvi,Petalostemum villosum
112,Poapr,Poa pratensis
112,Queel,Quercus ellipsoidalis
112,Quema,Quercus macrocarpa
112,Rudse,Rudbeckia serotina
112,Schsc,Schizachyrium scoparium
112,Solne,Solidago nemoralis
112,Solri,Solidago rigida
112,Sornu,Sorghastrum nutans
112,Spocr,Sporobolus cryptandrus
112,Stisp,Stipa spartea
112,Vicvi,Vicia villosa
112,Zizau,Zizia aurea
113,Achmi,Achillea millefolium(lanulosa)
113,Amoca,Amorpha canescens
113,Asctu,Asclepias tuberosa
113,Astca,Astragalus canadensis
113,Baple,Baptisia leucantha
113,Corpa,Coreopsis palmata
113,Lesca,Lespedeza capitata
113,Liaas,Liatris aspera
113,Luppe,Lupinus perennis
113,Monfi,Monarda fistulosa
113,Petca,Petalostemum candidum
113,Petpu,Petalostemum purpureum
113,Rudse,Rudbeckia serotina
113,Solne,Solidago nemoralis
113,Vicvi,Vicia villosa
113,Zizau,Zizia aurea
114,Achmi,Achillea millefolium(lanulosa)
114,Agrsm,Agropyron smithii
114,Amoca,Amorpha canescens
114,Monfi,Monarda fistulosa
114,Solri,Solidago rigida
115,Agrsm,Agropyron smithii
115,Andge,Andropogon gerardi
115,Asctu,Asclepias tuberosa
115,Elyca,Elymus canadensis
115,Koecr,Koeleria cristata
115,Monfi,Monarda fistulosa
115,Poapr,Poa pratensis
115,Queel,Quercus ellipsoidalis
115,Solri,Solidago rigida
116,Achmi,Achillea millefolium(lanulosa)
116,Amoca,Amorpha canescens
116,Asctu,Asclepias tuberosa
116,Astca,Astragalus canadensis
116,Baple,Baptisia leucantha
116,Corpa,Coreopsis palmata
116,Lesca,Lespedeza capitata
116,Liaas,Liatris aspera
116,Luppe,Lupinus perennis
116,Monfi,Monarda fistulosa
116,Petca,Petalostemum candidum
116,Petpu,Petalostemum purpureum
116,Rudse,Rudbeckia serotina
116,Solne,Solidago nemoralis
116,Vicvi,Vicia villosa
116,Zizau,Zizia aurea
117,Asctu,Asclepias tuberosa
117,Luppe,Lupinus perennis
118,Achmi,Achillea millefolium(lanulosa)
118,Agrsm,Agropyron smithii
118,Andge,Andropogon gerardi
118,Asctu,Asclepias tuberosa
118,Koecr,Koeleria cristata
118,Monfi,Monarda fistulosa
118,Petpu,Petalostemum purpureum
118,Quema,Quercus macrocarpa
118,Solri,Solidago rigida
119,Bargr,Bare ground
120,Achmi,Achillea millefolium(lanulosa)
120,Amoca,Amorpha canescens
120,Asctu,Asclepias tuberosa
120,Lesca,Lespedeza capitata
120,Liaas,Liatris aspera
120,Luppe,Lupinus perennis
120,Monfi,Monarda fistulosa
120,Petpu,Petalostemum purpureum
120,Solri,Solidago rigida
121,Andge,Andropogon gerardi
121,Sornu,Sorghastrum nutans
122,Achmi,Achillea millefolium(lanulosa)
122,Asctu,Asclepias tuberosa
122,Corpa,Coreopsis palmata
122,Liaas,Liatris aspera
122,Monfi,Monarda fistulosa
122,Rudse,Rudbeckia serotina
122,Solne,Solidago nemoralis
122,Zizau,Zizia aurea
123,Luppe,Lupinus perennis
123,Panvi,Panicum virgatum
123,Petpu,Petalostemum purpureum
123,Sornu,Sorghastrum nutans
124,Elyca,Elymus canadensis
125,Petpu,Petalostemum purpureum
125,Schsc,Schizachyrium scoparium
126,Bargr,Bare ground
127,Lesca,Lespedeza capitata
127,Quema,Quercus macrocarpa
128,Achmi,Achillea millefolium(lanulosa)
128,Agrsm,Agropyron smithii
128,Amoca,Amorpha canescens
128,Andge,Andropogon gerardi
128,Asctu,Asclepias tuberosa
128,Astca,Astragalus canadensis
128,Baple,Baptisia leucantha
128,Boucu,Bouteloua curtipendula
128,Bougr,Bouteloua gracilis
128,Broin,Bromus inermis
128,Bucda,Buchloe dactyloides
128,Calca,Calamagrostis canadensis
128,Corpa,Coreopsis palmata
128,Elyca,Elymus canadensis
128,Koecr,Koeleria cristata
128,Leeor,Leersia oryzoides
128,Lesca,Lespedeza capitata
128,Liaas,Liatris aspera
128,Luppe,Lupinus perennis
128,Monfi,Monarda fistulosa
128,Panvi,Panicum virgatum
128,Petca,Petalostemum candidum
128,Petpu,Petalostemum purpureum
128,Petvi,Petalostemum villosum
128,Poapr,Poa pratensis
128,Rudse,Rudbeckia serotina
128,Schsc,Schizachyrium scoparium
128,Solne,Solidago nemoralis
128,Solri,Solidago rigida
128,Sornu,Sorghastrum nutans
128,Spocr,Sporobolus cryptandrus
128,Stisp,Stipa spartea
128,Vicvi,Vicia villosa
128,Zizau,Zizia aurea
129,Liaas,Liatris aspera
130,Achmi,Achillea millefolium(lanulosa)
130,Asctu,Asclepias tuberosa
130,Elyca,Elymus canadensis
130,Liaas,Liatris aspera
130,Panvi,Panicum virgatum
130,Petpu,Petalostemum purpureum
130,Quema,Quercus macrocarpa
130,Schsc,Schizachyrium scoparium
131,Andge,Andropogon gerardi
131,Boucu,Bouteloua curtipendula
131,Bougr,Bouteloua gracilis
131,Bucda,Buchloe dactyloides
131,Panvi,Panicum virgatum
131,Schsc,Schizachyrium scoparium
131,Sornu,Sorghastrum nutans
131,Spocr,Sporobolus cryptandrus
132,Achmi,Achillea millefolium(lanulosa)
132,Agrsm,Agropyron smithii
132,Amoca,Amorpha canescens
132,Andge,Andropogon gerardi
132,Asctu,Asclepias tuberosa
132,Baple,Baptisia leucantha
132,Boucu,Bouteloua curtipendula
132,Bougr,Bouteloua gracilis
132,Bucda,Buchloe dactyloides
132,Calca,Calamagrostis canadensis
132,Corpa,Coreopsis palmata
132,Elyca,Elymus canadensis
132,Koecr,Koeleria cristata
132,Leeor,Leersia oryzoides
132,Lesca,Lespedeza capitata
132,Liaas,Liatris aspera
132,Luppe,Lupinus perennis
132,Monfi,Monarda fistulosa
132,Panvi,Panicum virgatum
132,Petca,Petalostemum candidum
132,Petpu,Petalostemum purpureum
132,Petvi,Petalostemum villosum
132,Poapr,Poa pratensis
132,Queel,Quercus ellipsoidalis
132,Quema,Quercus macrocarpa
132,Rudse,Rudbeckia serotina
132,Schsc,Schizachyrium scoparium
132,Solne,Solidago nemoralis
132,Solri,Solidago rigida
132,Sornu,Sorghastrum nutans
132,Spocr,Sporobolus cryptandrus
132,Stisp,Stipa spartea
132,Vicvi,Vicia villosa
132,Zizau,Zizia aurea
133,Lesca,Lespedeza capitata
133,Monfi,Monarda fistulosa
133,Petca,Petalostemum candidum
133,Petvi,Petalostemum villosum
133,Schsc,Schizachyrium scoparium
133,Solri,Solidago rigida
134,Achmi,Achillea millefolium(lanulosa)
134,Amoca,Amorpha canescens
134,Asctu,Asclepias tuberosa
134,Lesca,Lespedeza capitata
134,Liaas,Liatris aspera
134,Luppe,Lupinus perennis
134,Monfi,Monarda fistulosa
134,Petpu,Petalostemum purpureum
135,Schsc,Schizachyrium scoparium
136,Achmi,Achillea millefolium(lanulosa)
136,Agrsm,Agropyron smithii
136,Amoca,Amorpha canescens
136,Andge,Andropogon gerardi
136,Asctu,Asclepias tuberosa
136,Elyca,Elymus canadensis
136,Lesca,Lespedeza capitata
136,Liaas,Liatris aspera
136,Luppe,Lupinus perennis
136,Monfi,Monarda fistulosa
136,Panvi,Panicum virgatum
136,Petpu,Petalostemum purpureum
136,Queel,Quercus ellipsoidalis
136,Quema,Quercus macrocarpa
136,Schsc,Schizachyrium scoparium
136,Solri,Solidago rigida
136,Sornu,Sorghastrum nutans
137,Amoca,Amorpha canescens
138,Achmi,Achillea millefolium(lanulosa)
138,Elyca,Elymus canadensis
138,Koecr,Koeleria cristata
138,Liaas,Liatris aspera
139,Agrsm,Agropyron smithii
139,Elyca,Elymus canadensis
139,Koecr,Koeleria cristata
139,Lesca,Lespedeza capitata
140,Achmi,Achillea millefolium(lanulosa)
140,Andge,Andropogon gerardi
140,Asctu,Asclepias tuberosa
140,Liaas,Liatris aspera
140,Monfi,Monarda fistulosa
140,Panvi,Panicum virgatum
140,Schsc,Schizachyrium scoparium
140,Solri,Solidago rigida
140,Sornu,Sorghastrum nutans
141,Achmi,Achillea millefolium(lanulosa)
141,Amoca,Amorpha canescens
141,Asctu,Asclepias tuberosa
141,Astca,Astragalus canadensis
141,Baple,Baptisia leucantha
141,Corpa,Coreopsis palmata
141,Lesca,Lespedeza capitata
141,Liaas,Liatris aspera
141,Luppe,Lupinus perennis
141,Monfi,Monarda fistulosa
141,Petca,Petalostemum candidum
141,Petpu,Petalostemum purpureum
141,Rudse,Rudbeckia serotina
141,Solne,Solidago nemoralis
141,Vicvi,Vicia villosa
141,Zizau,Zizia aurea
142,Koecr,Koeleria cristata
143,Andge,Andropogon gerardi
143,Panvi,Panicum virgatum
143,Schsc,Schizachyrium scoparium
143,Sornu,Sorghastrum nutans
144,Achmi,Achillea millefolium(lanulosa)
144,Amoca,Amorpha canescens
144,Liaas,Liatris aspera
144,Luppe,Lupinus perennis
144,Monfi,Monarda fistulosa
144,Petpu,Petalostemum purpureum
144,Schsc,Schizachyrium scoparium
144,Solri,Solidago rigida
144,Sornu,Sorghastrum nutans
145,Achmi,Achillea millefolium(lanulosa)
145,Andge,Andropogon gerardi
145,Asctu,Asclepias tuberosa
145,Monfi,Monarda fistulosa
145,Queel,Quercus ellipsoidalis
145,Quema,Quercus macrocarpa
145,Schsc,Schizachyrium scoparium
145,Solri,Solidago rigida
145,Sornu,Sorghastrum nutans
146,Achmi,Achillea millefolium(lanulosa)
146,Andge,Andropogon gerardi
146,Lesca,Lespedeza capitata
146,Monfi,Monarda fistulosa
146,Panvi,Panicum virgatum
146,Poapr,Poa pratensis
146,Queel,Quercus ellipsoidalis
146,Quema,Quercus macrocarpa
146,Solri,Solidago rigida
147,Achmi,Achillea millefolium(lanulosa)
147,Elyca,Elymus canadensis
147,Petpu,Petalostemum purpureum
147,Schsc,Schizachyrium scoparium
148,Agrsm,Agropyron smithii
148,Amoca,Amorpha canescens
148,Andge,Andropogon gerardi
148,Elyca,Elymus canadensis
148,Koecr,Koeleria cristata
148,Luppe,Lupinus perennis
148,Poapr,Poa pratensis
148,Sornu,Sorghastrum nutans
149,Monfi,Monarda fistulosa
149,Petca,Petalostemum candidum
149,Petvi,Petalostemum villosum
149,Quema,Quercus macrocarpa
149,Solri,Solidago rigida
149,Sornu,Sorghastrum nutans
150,Achmi,Achillea millefolium(lanulosa)
150,Amoca,Amorpha canescens
150,Asctu,Asclepias tuberosa
150,Astca,Astragalus canadensis
150,Baple,Baptisia leucantha
150,Corpa,Coreopsis palmata
150,Lesca,Lespedeza capitata
150,Liaas,Liatris aspera
150,Luppe,Lupinus perennis
150,Monfi,Monarda fistulosa
150,Petca,Petalostemum candidum
150,Petpu,Petalostemum purpureum
150,Rudse,Rudbeckia serotina
150,Solne,Solidago nemoralis
150,Vicvi,Vicia villosa
150,Zizau,Zizia aurea
151,Queel,Quercus ellipsoidalis
152,Achmi,Achillea millefolium(lanulosa)
152,Agrsm,Agropyron smithii
152,Amoca,Amorpha canescens
152,Andge,Andropogon gerardi
152,Asctu,Asclepias tuberosa
152,Astca,Astragalus canadensis
152,Baple,Baptisia leucantha
152,Boucu,Bouteloua curtipendula
152,Bougr,Bouteloua gracilis
152,Broin,Bromus inermis
152,Bucda,Buchloe dactyloides
152,Calca,Calamagrostis canadensis
152,Corpa,Coreopsis palmata
152,Elyca,Elymus canadensis
152,Koecr,Koeleria cristata
152,Leeor,Leersia oryzoides
152,Lesca,Lespedeza capitata
152,Liaas,Liatris aspera
152,Luppe,Lupinus perennis
152,Monfi,Monarda fistulosa
152,Panvi,Panicum virgatum
152,Petca,Petalostemum candidum
152,Petpu,Petalostemum purpureum
152,Petvi,Petalostemum villosum
152,Poapr,Poa pratensis
152,Rudse,Rudbeckia serotina
152,Schsc,Schizachyrium scoparium
152,Solne,Solidago nemoralis
152,Solri,Solidago rigida
152,Sornu,Sorghastrum nutans
152,Spocr,Sporobolus cryptandrus
152,Stisp,Stipa spartea
152,Vicvi,Vicia villosa
152,Zizau,Zizia aurea
153,Agrsm,Agropyron smithii
154,Agrre,Agropyron repens
154,Agrsm,Agropyron smithii
154,Andge,Andropogon gerardi
154,Boucu,Bouteloua curtipendula
154,Bougr,Bouteloua gracilis
154,Bucda,Buchloe dactyloides
154,Calca,Calamagrostis canadensis
154,Elyca,Elymus canadensis
154,Koecr,Koeleria cristata
154,Leeor,Leersia oryzoides
154,Panvi,Panicum virgatum
154,Poapr,Poa pratensis
154,Schsc,Schizachyrium scoparium
154,Sornu,Sorghastrum nutans
154,Spocr,Sporobolus cryptandrus
155,Achmi,Achillea millefolium(lanulosa)
155,Agrsm,Agropyron smithii
155,Amoca,Amorpha canescens
155,Andge,Andropogon gerardi
155,Asctu,Asclepias tuberosa
155,Astca,Astragalus canadensis
155,Baple,Baptisia leucantha
155,Boucu,Bouteloua curtipendula
155,Bougr,Bouteloua gracilis
155,Broin,Bromus inermis
155,Bucda,Buchloe dactyloides
155,Calca,Calamagrostis canadensis
155,Corpa,Coreopsis palmata
155,Elyca,Elymus canadensis
155,Koecr,Koeleria cristata
155,Leeor,Leersia oryzoides
155,Lesca,Lespedeza capitata
155,Liaas,Liatris aspera
155,Luppe,Lupinus perennis
155,Monfi,Monarda fistulosa
155,Panvi,Panicum virgatum
155,Petca,Petalostemum candidum
155,Petpu,Petalostemum purpureum
155,Petvi,Petalostemum villosum
155,Poapr,Poa pratensis
155,Rudse,Rudbeckia serotina
155,Schsc,Schizachyrium scoparium
155,Solne,Solidago nemoralis
155,Solri,Solidago rigida
155,Sornu,Sorghastrum nutans
155,Spocr,Sporobolus cryptandrus
155,Stisp,Stipa spartea
155,Vicvi,Vicia villosa
155,Zizau,Zizia aurea
156,Achmi,Achillea millefolium(lanulosa)
156,Agrsm,Agropyron smithii
156,Amoca,Amorpha canescens
156,Andge,Andropogon gerardi
156,Asctu,Asclepias tuberosa
156,Elyca,Elymus canadensis
156,Koecr,Koeleria cristata
156,Lesca,Lespedeza capitata
156,Liaas,Liatris aspera
156,Monfi,Monarda fistulosa
156,Panvi,Panicum virgatum
156,Petpu,Petalostemum purpureum
156,Queel,Quercus ellipsoidalis
156,Quema,Quercus macrocarpa
156,Schsc,Schizachyrium scoparium
156,Solri,Solidago rigida
156,Sornu,Sorghastrum nutans
157,Agrsm,Agropyron smithii
157,Koecr,Koeleria cristata
158,Achmi,Achillea millefolium(lanulosa)
158,Asctu,Asclepias tuberosa
158,Liaas,Liatris aspera
158,Monfi,Monarda fistulosa
158,Queel,Quercus ellipsoidalis
158,Rudse,Rudbeckia serotina
158,Solne,Solidago nemoralis
158,Solri,Solidago rigida
158,Zizau,Zizia aurea
159,Agrsm,Agropyron smithii
159,Amoca,Amorpha canescens
159,Elyca,Elymus canadensis
159,Koecr,Koeleria cristata
159,Petpu,Petalostemum purpureum
159,Poapr,Poa pratensis
159,Queel,Quercus ellipsoidalis
159,Quema,Quercus macrocarpa
160,Achmi,Achillea millefolium(lanulosa)
160,Agrsm,Agropyron smithii
160,Amoca,Amorpha canescens
160,Andge,Andropogon gerardi
160,Asctu,Asclepias tuberosa
160,Koecr,Koeleria cristata
160,Lesca,Lespedeza capitata
160,Liaas,Liatris aspera
160,Luppe,Lupinus perennis
160,Monfi,Monarda fistulosa
160,Panvi,Panicum virgatum
160,Petpu,Petalostemum purpureum
160,Queel,Quercus ellipsoidalis
160,Quema,Quercus macrocarpa
160,Schsc,Schizachyrium scoparium
160,Solri,Solidago rigida
160,Sornu,Sorghastrum nutans
161,Quema,Quercus macrocarpa
162,Andge,Andropogon gerardi
162,Boucu,Bouteloua curtipendula
162,Bougr,Bouteloua gracilis
162,Bucda,Buchloe dactyloides
162,Panvi,Panicum virgatum
162,Schsc,Schizachyrium scoparium
162,Sornu,Sorghastrum nutans
162,Spocr,Sporobolus cryptandrus
163,Sornu,Sorghastrum nutans
164,Agrsm,Agropyron smithii
164,Amoca,Amorpha canescens
164,Andge,Andropogon gerardi
164,Asctu,Asclepias tuberosa
164,Elyca,Elymus canadensis
164,Koecr,Koeleria cristata
164,Lesca,Lespedeza capitata
164,Liaas,Liatris aspera
164,Monfi,Monarda fistulosa
164,Panvi,Panicum virgatum
164,Petpu,Petalostemum purpureum
164,Poapr,Poa pratensis
164,Queel,Quercus ellipsoidalis
164,Quema,Quercus macrocarpa
164,Schsc,Schizachyrium scoparium
164,Solri,Solidago rigida
164,Sornu,Sorghastrum nutans
165,Poapr,Poa pratensis
165,Sornu,Sorghastrum nutans
166,Bargr,Bare ground
167,Liaas,Liatris aspera
168,Andge,Andropogon gerardi
168,Koecr,Koeleria cristata
